2020-09-04 09:34:04,049 [ 1] INFO  Unity: LoadingManager start
2020-09-04 09:34:04,078 [ 1] INFO  Unity: UserService()
2020-09-04 09:34:04,081 [ 1] INFO  Unity: MapService()
2020-09-04 09:34:13,047 [ 1] INFO  Unity: UserLoginRequsest::user :user1 psw:123
2020-09-04 09:34:13,049 [ 1] INFO  Unity: ConnectToServer() Start 
2020-09-04 09:34:13,050 [ 1] INFO  Unity: DoConnect
2020-09-04 09:34:13,053 [ 1] INFO  Unity: NetClient.DoConnect on 127.0.0.1:8000
2020-09-04 09:34:13,056 [ 1] INFO  Unity: Connect[0] to server 127.0.0.1:8000

2020-09-04 09:34:13,059 [ 1] INFO  Unity: LoadingMesager::OnGameServerConnect :0 reason:Success
2020-09-04 09:34:13,190 [ 1] INFO  Unity: OnUserLogin:Success [None]
2020-09-04 09:34:13,192 [ 1] INFO  Unity: LoadLevel: Levels/CharacterSelect
2020-09-04 09:34:13,323 [ 1] INFO  Unity: LevelLoadCompleted:1
2020-09-04 09:34:13,324 [ 1] INFO  Unity: DataManager > DataManager()
2020-09-04 09:34:13,456 [ 1] INFO  Unity: 刷新角色列表
2020-09-04 09:34:14,465 [ 1] INFO  Unity: Select Char :[7]法1[Wizard]
2020-09-04 09:34:15,358 [ 1] INFO  Unity: 点击开始游戏
2020-09-04 09:34:15,360 [ 1] INFO  Unity: UserGameEnterRequsest::characterindex :0 
2020-09-04 09:34:15,396 [ 1] INFO  Unity: OnMapCharacterEnter:Map:1 Count:1
2020-09-04 09:34:15,399 [ 1] INFO  Unity: AddCharacter:4:法1 Map:1 Entity:SkillBridge.Message.NEntity
2020-09-04 09:34:15,402 [ 1] INFO  Unity: LoadLevel: MainCity
2020-09-04 09:34:15,404 [ 1] INFO  Unity: EnterMap:map:1 success
2020-09-04 09:34:15,406 [ 1] INFO  Unity: OnGameEnterCharacter:Success [None]
2020-09-04 09:34:16,009 [ 1] WARN  Unity: No mesh data available for mesh Sphere001 on particle system fx_portal. Make sure Read/Write Enabled is set in the importer to work on the particle system renderer

2020-09-04 09:34:16,156 [ 1] INFO  Unity: LevelLoadCompleted:1
2020-09-04 09:34:17,358 [ 1] INFO  Unity: SetDrirection:(98, -18, 0)
2020-09-04 09:34:17,359 [ 1] INFO  Unity: MapEntityUpdataResqust:Id:4Pos:SkillBridge.Message.NVector3Dir:SkillBridge.Message.NVector3Spd:0
2020-09-04 09:34:17,457 [ 1] INFO  Unity: SetDrirection:(94, -35, 0)
2020-09-04 09:34:17,458 [ 1] INFO  Unity: MapEntityUpdataResqust:Id:4Pos:SkillBridge.Message.NVector3Dir:SkillBridge.Message.NVector3Spd:0
2020-09-04 09:34:17,540 [ 1] INFO  Unity: SetDrirection:(86, -51, 0)
2020-09-04 09:34:17,541 [ 1] INFO  Unity: MapEntityUpdataResqust:Id:4Pos:SkillBridge.Message.NVector3Dir:SkillBridge.Message.NVector3Spd:0
2020-09-04 09:34:17,639 [ 1] INFO  Unity: SetDrirection:(74, -68, 0)
